BiteMean,,p1STDBite,,SwallowMean,,p1STDSwallow,
X,Y,X,Y,X,Y,X,Y
0.42336633663366346,101.94392523364488,0.44,107.17757009345796,0.5516831683168317,60.822429906542055,0.5314851485148515,72.03738317757009
0.43287128712871287,101.196261682243,0.4518811881188119,106.42990654205609,0.5706930693069308,57.8317757009346,0.546930693069307,72.78504672897196
0.44594059405940595,100.44859813084113,0.4613861386138614,105.68224299065422,0.5897029702970298,54.841121495327116,0.5611881188118812,73.53271028037383
0.45900990099009903,98.95327102803739,0.4744554455445545,104.93457943925235,0.6110891089108912,51.10280373831776,0.571881188118812,72.78504672897196
0.4720792079207921,98.20560747663552,0.48871287128712876,103.4392523364486,0.6241584158415843,48.85981308411215,0.584950495049505,72.78504672897196
0.48752475247524757,97.45794392523365,0.49821782178217827,101.94392523364488,0.6443564356435645,48.112149532710305,0.5980198019801981,72.03738317757009
0.4970297029702971,95.96261682242992,0.5112871287128713,99.70093457943926,0.6645544554455447,48.112149532710305,0.6110891089108912,70.54205607476638
0.5100990099009901,94.46728971962618,0.5243564356435644,98.20560747663552,0.678811881188119,44.37383177570095,0.6241584158415843,69.04672897196264
0.5196039603960396,93.71962616822431,0.5338613861386139,95.21495327102805,0.6966336633663368,36.89719626168227,0.6360396039603962,69.04672897196264
0.5314851485148515,91.4766355140187,0.5421782178217822,92.22429906542057,0.7108910891089111,29.420560747663558,0.6514851485148516,69.04672897196264
0.540990099009901,89.2336448598131,0.5552475247524753,88.48598130841123,0.7299009900990099,21.196261682243005,0.6621782178217823,68.29906542056077
0.5516831683168317,86.99065420560748,0.565940594059406,85.49532710280374,0.7489108910891089,14.467289719626194,0.6716831683168318,66.80373831775702
0.5635643564356436,83.25233644859813,0.5742574257425743,84.74766355140189,0.7679207920792079,7.738317757009355,0.6800000000000002,63.81308411214954
0.5754455445544555,80.26168224299067,0.5885148514851486,82.50467289719629,0.7893069306930693,1.0093457943925443,0.6906930693069309,57.8317757009346
0.5885148514851486,76.52336448598132,0.6015841584158417,81.75700934579442,0.8130693069306931,-6.467289719626166,0.7001980198019804,51.10280373831776
0.6003960396039605,74.2803738317757,0.6146534653465348,80.26168224299067,0.8273267326732674,-10.205607476635493,0.7108910891089111,45.86915887850469
0.6110891089108912,72.78504672897196,0.6277227722772278,78.76635514018693,0.8451485148514852,-13.943925233644848,0.7227722772277227,39.887850467289724
0.6229702970297031,69.79439252336451,0.6384158415841585,78.76635514018693,0.8605940594059407,-15.43925233644859,0.7358415841584158,33.906542056074784
0.6324752475247526,67.5514018691589,0.6514851485148516,76.52336448598132,0.8724752475247526,-16.18691588785046,0.7512871287128713,26.429906542056074
0.6443564356435645,63.81308411214954,0.6633663366336635,74.2803738317757,0.8843564356435645,-14.691588785046719,0.7667326732673267,21.196261682243005
0.6562376237623764,61.570093457943926,0.672871287128713,72.78504672897196,0.9009900990099011,-12.448598130841106,0.7798019801980198,15.214953271028037
0.6669306930693071,58.57943925233647,0.6835643564356437,70.54205607476638,0.9200000000000002,-7.9626168224298794,0.7916831683168317,9.981308411214968
0.678811881188119,55.58878504672899,0.6930693069306932,68.29906542056077,0.9354455445544556,-2.7289719626168107,0.8071287128712872,4.747663551401871
0.6895049504950497,51.85046728971963,0.7037623762376239,63.81308411214954,0.9508910891089111,2.5046728971962864,0.8201980198019803,0.26168224299067333
0.7013861386138616,48.112149532710305,0.7215841584158416,58.57943925233647,0.9651485148514853,8.485981308411226,0.8344554455445545,-3.4766355140186818
0.7108910891089111,45.12149532710282,0.7310891089108911,54.841121495327116,0.9805940594059408,15.962616822429908,0.8475247524752476,-7.214953271028037
0.7215841584158416,42.13084112149534,0.7394059405940594,51.10280373831776,0.9996039603960398,26.429906542056074,0.8594059405940595,-9.457943925233621
0.7334653465346535,38.39252336448598,0.7489108910891089,46.61682242990656,,,0.8700990099009902,-10.953271028037364
0.7417821782178218,34.654205607476655,0.7548514851485149,42.87850467289721,,,0.8831683168316833,-10.205607476635493
0.7536633663366337,31.66355140186917,0.7631683168316832,39.14018691588785,,,0.8974257425742576,-8.71028037383175
0.7655445544554456,28.672897196261687,0.7714851485148515,35.401869158878526,,,0.9116831683168318,-5.719626168224295
0.7774257425742575,25.68224299065423,0.7833663366336634,30.9158878504673,,,0.9259405940594061,-1.2336448598130687
0.7928712871287129,21.943925233644876,0.7893069306930693,29.420560747663558,,,0.9366336633663368,3.2523364485981574
0.8071287128712872,18.953271028037392,0.7976237623762377,27.177570093457945,,,0.9520792079207923,9.233644859813097
0.8225742574257426,16.71028037383178,0.8071287128712872,26.429906542056074,,,0.9651485148514853,15.214953271028037
0.8368316831683169,13.719626168224323,0.8201980198019803,24.93457943925236,,,0.9782178217821784,21.196261682243005
0.8522772277227724,11.47663551401871,0.8297029702970298,21.943925233644876,,,0.9889108910891091,27.925233644859816
0.8665346534653466,9.981308411214968,0.8451485148514852,18.953271028037392,,,0.9996039603960398,34.654205607476655
0.8807920792079209,9.981308411214968,0.8534653465346536,17.45794392523365,,,,
0.8950495049504952,10.72897196261684,0.8629702970297031,15.962616822429908,,,,
0.9104950495049506,12.224299065420581,0.8712871287128714,15.962616822429908,,,,
0.9247524752475249,12.224299065420581,0.8819801980198021,16.71028037383178,,,,
0.9425742574257427,12.971962616822452,0.8926732673267328,17.45794392523365,,,,
0.956831683168317,13.719626168224323,0.9057425742574259,17.45794392523365,,,,
0.975841584158416,14.467289719626194,0.9164356435643566,18.20560747663552,,,,
0.9984158415841586,15.962616822429908,0.9295049504950497,18.953271028037392,,,,
,,0.9449504950495051,18.20560747663552,,,,
,,0.9639603960396042,18.20560747663552,,,,
,,0.975841584158416,19.700934579439263,,,,
,,0.9948514851485151,20.448598130841134,,,,
