BiteMean,,Bite_p1STD,,SwallowMean,,Swallow_p1STD,,PeakProtractionBite,,PeakProtractionSwallow,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.18779239766081884,-1.6051251956181556,0.18230994152046792,-1.544483568075119,0.2578460038986356,-2.636032863849767,0.2011939571150098,-2.75731611893584,,,,
0.19692982456140357,-1.3019170579029762,0.1932748538011697,-1.2109546165884204,0.2755116959064328,-2.484428794992178,0.21764132553606252,-2.6966744913928036,,,,
0.2085038986354777,-0.998708920187795,0.20545808966861606,-0.907746478873241,0.2925682261208578,-2.30250391236307,0.23165204678362583,-2.636032863849767,,,,
0.2158138401559455,-0.8167840375586888,0.21520467836257323,-0.634859154929579,0.3077972709551658,-2.0902582159624448,0.2456627680311892,-2.4541079812206608,,,,
0.22677875243664725,-0.543896713615025,0.22556042884990268,-0.3316510172143996,0.32607212475633535,-1.8173708920187828,0.2590643274853802,-2.272183098591551,,,,
0.23835282651072137,-0.1800469483568108,0.23652534113060442,0.0625195618153338,0.344346978557505,-1.544483568075119,0.27246588693957124,-2.0902582159624448,,,,
0.2480994152046785,0.09284037558685299,0.24688109161793387,0.365727699530515,0.36018518518518533,-1.1806338028169048,0.28647660818713466,-1.8780125195618176,,,,
0.26028265107212484,0.3960485133020324,0.25967348927875256,0.7598982785602484,0.37967836257309956,-0.8471048513302062,0.302314814814815,-1.5748043818466364,,,,
0.27429337231968826,0.729577464788731,0.2718567251461989,0.9721439749608738,0.39673489278752455,-0.634859154929579,0.3169346978557506,-1.3019170579029762,,,,
0.2822124756335284,0.8811815336463198,0.28282163742690075,1.2147104851330184,0.4150097465886941,-0.6045383411580616,0.3321637426900586,-1.0896713615023508,,,,
0.2925682261208578,1.0631064162754296,0.29805068226120873,1.366314553990609,0.4290204678362575,-0.634859154929579,0.3492202729044835,-0.8167840375586888,,,,
0.3059697855750489,1.2147104851330184,0.3108430799220275,1.457276995305163,0.4460769980506824,-0.7561424100156522,0.3650584795321639,-0.4832550860719902,,,,
0.3199805068226122,1.3966353677621264,0.3266812865497077,1.6998435054773058,0.4546052631578949,-0.8471048513302062,0.38272417153996113,-0.271009389671363,,,,
0.33155458089668627,1.5482394366197152,0.34008284600389876,2.0636932707355236,0.4716617933723199,-0.7864632237871696,0.3997807017543861,-0.1194053208137742,,,,
0.346174463937622,1.5785602503912344,0.3559210526315791,2.2152973395931124,0.48506335282651086,-0.9683881064162776,0.4168372319688111,-0.08908450704225679,,,,
0.36140350877193,1.6695226917057884,0.37115009746588706,2.2152973395931124,0.49724658869395727,-1.1199921752738682,0.4253654970760236,-0.21036776212832642,,,,
0.37236842105263174,1.639201877934271,0.38333333333333347,2.1243348982785584,0.5094298245614035,-1.362558685446011,0.43511208576998067,-0.271009389671363,,,,
0.3839424951267058,1.6695226917057884,0.3961257309941522,2.1243348982785584,0.5222222222222224,-1.6657668231611922,0.44668615984405474,-0.361971830985917,,,,
0.3973440545808969,1.730164319248825,0.4113547758284602,2.275938967136149,0.5356237816764133,-1.999295774647889,0.45886939571150115,-0.3922926447574362,,,,
0.4101364522417155,1.8817683881064138,0.4271929824561405,2.457863849765257,0.5502436647173492,-2.30250391236307,0.4704434697855752,-0.3922926447574362,,,,
0.4235380116959066,2.0636932707355236,0.44181286549707616,2.639788732394365,0.5685185185185189,-2.5147496087636974,0.48628167641325554,-0.3922926447574362,,,,
0.43450292397660834,2.184976525821593,0.452777777777778,2.639788732394365,0.582529239766082,-2.636032863849767,0.5002923976608189,-0.4226134585289536,,,,
0.44668615984405474,2.275938967136149,0.46617933723196897,2.639788732394365,0.5977582846003902,-2.636032863849767,0.5100389863547758,-0.5742175273865424,,,,
0.4600877192982457,2.2456181533646298,0.48140838206627695,2.3972222222222204,0.6111598440545811,-2.6966744913928036,0.5216130604288503,-0.7258215962441348,,,,
0.4722709551656921,2.1546557120500758,0.4911549707602341,2.0636932707355236,0.6239522417153998,-2.7269953051643228,0.5307504873294349,-0.9380672926447602,,,,
0.48323586744639385,1.9727308294209678,0.5009015594541912,1.7908059467918616,0.6385721247563354,-2.908920187793429,0.5429337231968814,-1.2109546165884204,,,,
0.48323586744639385,1.9727308294209678,0.5088206627680314,1.5785602503912344,0.6550194931773881,-3.121165884194056,0.5532894736842107,-1.3928794992175302,,,,
0.49359161793372336,1.7908059467918616,0.5203947368421054,1.3966353677621264,0.6726851851851854,-3.3334115805946816,0.5660818713450293,-1.3928794992175302,,,,
0.5033382066276806,1.457276995305163,0.5313596491228072,1.1540688575899818,0.6860867446393764,-3.6062989045383436,0.5800925925925928,-1.4838419405320842,,,,
0.5136939571150099,1.2147104851330184,0.5447612085769982,1.002464788732393,0.7000974658869399,-3.9701486697965596,0.5947124756335285,-1.3928794992175302,,,,
0.5258771929824564,0.9418231611893564,0.5599902534113064,0.8811815336463198,0.7116715399610138,-4.273356807511739,0.6081140350877194,-1.3928794992175302,,,,
0.5398879142300197,0.729577464788731,0.5733918128654971,0.638615023474177,0.7269005847953218,-4.667527386541474,0.6202972709551657,-1.3322378716744936,,,,
0.5514619883040939,0.5476525821596212,0.5867933723196883,0.5476525821596212,0.7396929824561405,-5.0616979655712075,0.6367446393762184,-1.3322378716744936,,,,
0.565472709551657,0.365727699530515,0.5995857699805069,0.3960485133020324,0.7549220272904487,-5.516510172143979,0.6598927875243668,-1.544483568075119,,,,
0.5837475633528266,0.1534820031298878,0.6166423001949319,0.2444444444444418,0.7713693957115013,-6.031964006259782,0.6726851851851854,-1.6960876369327096,,,,
0.6001949317738793,0.0018779342722989867,0.6324805068226123,0.2141236306729244,0.7902534113060431,-6.5170970266040715,0.6848684210526317,-1.908333333333335,,,,
0.6135964912280705,-0.028442879499220197,0.6477095516569202,0.1838028169014052,0.8054824561403513,-6.971909233176843,0.6958333333333335,-2.2115414710485144,,,,
0.6269980506822614,-0.058763693270737605,0.6574561403508774,-0.08908450704225679,0.8194931773879144,-7.335758998435059,0.7074074074074077,-2.666353677621286,,,,
0.6373538011695907,-0.1194053208137742,0.6696393762183239,-0.3922926447574362,0.8322855750487332,-7.851212832550862,0.7189814814814817,-3.121165884194056,,,,
0.6452729044834309,-0.271009389671363,0.6793859649122809,-0.5742175273865424,0.8420321637426904,-8.275704225352117,0.7287280701754388,-3.485015649452272,,,,
0.6538011695906434,-0.543896713615025,0.6873050682261213,-0.8167840375586888,0.8560428849902537,-8.639553990610333,0.7396929824561405,-3.8488654147104864,,,,
0.6623294346978559,-0.8167840375586888,0.6970516569200782,-0.998708920187795,0.8670077972709556,-8.882120500782476,0.75004873294347,-4.243035993740222,,,,
0.672076023391813,-1.1806338028169048,0.70801656920078,-1.0593505477308316,0.8846734892787527,-8.942762128325514,0.7616228070175441,-4.606885758998439,,,,
0.6806042884990255,-1.4838419405320842,0.7171539961013647,-1.2109546165884204,0.9011208576998053,-8.79115805946792,0.7738060428849904,-5.122339593114242,,,,
0.6915692007797274,-1.8476917057903002,0.7269005847953218,-1.3322378716744936,0.9187865497076027,-8.639553990610333,0.78416179337232,-5.516510172143979,,,,
0.7000974658869399,-2.1508998435054814,0.7342105263157896,-1.544483568075119,0.9370614035087723,-8.396987480438186,0.7932992202729048,-6.0016431924882685,,,,
0.7074074074074077,-2.4237871674491416,0.7433479532163745,-1.8780125195618176,0.9541179337231973,-8.154420970266044,0.8036549707602343,-6.304851330203446,,,,
0.719590643274854,-2.636032863849767,0.75004873294347,-2.1508998435054814,0.968737816764133,-7.942175273865418,0.8121832358674468,-6.638380281690145,,,,
0.7281189083820665,-2.75731611893584,0.7579678362573101,-2.636032863849767,0.984576023391813,-7.638967136150237,0.8225389863547763,-7.12351330203443,,,,
0.7378654970760237,-2.999882629107983,0.7634502923976612,-2.908920187793429,0.9973684210526319,-7.457042253521129,0.8286306042884992,-7.4267214397496115,,,,
0.7488304093567253,-3.303090766823164,0.7731968810916181,-3.303090766823164,,,0.8389863547758287,-7.8208920187793485,,,,
0.7591861598440548,-3.636619718309861,0.7817251461988306,-3.6062989045383436,,,0.8481237816764136,-8.124100156494526,,,,
0.770760233918129,-3.9701486697965596,0.7908625730994154,-3.8185446009389707,,,0.8596978557504877,-8.427308294209707,,,,
0.7835526315789476,-4.273356807511739,0.8012183235867449,-3.9701486697965596,,,0.870053606237817,-8.51827073552426,,,,
0.8000000000000003,-4.485602503912366,0.8170565302144253,-4.152073552425669,,,0.8810185185185189,-8.487949921752742,,,,
0.8152290448343082,-4.606885758998439,0.8255847953216378,-4.3339984350547756,,,0.8962475633528268,-8.457629107981225,,,,
0.8286306042884992,-4.849452269170582,0.8383771929824564,-4.5159233176838836,,,0.9108674463937625,-8.336345852895155,,,,
0.8426413255360627,-5.122339593114242,0.8499512670565306,-4.788810641627547,,,0.9236598440545813,-8.124100156494526,,,,
0.8554337231968814,-5.455868544600941,0.8621345029239769,-5.03137715179969,,,0.9370614035087723,-7.942175273865418,,,,
0.8694444444444449,-5.819718309859157,0.8712719298245617,-5.273943661971833,,,0.9504629629629633,-7.669287949921758,,,,
0.8846734892787527,-6.0016431924882685,0.8865009746588697,-5.6074726134585315,,,0.9675194931773883,-7.396400625978094,,,,
0.900511695906433,-6.092605633802821,0.8968567251461992,-5.728755868544605,,,0.9827485380116963,-7.12351330203443,,,,
0.9151315789473689,-6.183568075117373,0.9090399610136455,-5.728755868544605,,,0.9967592592592596,-6.8809467918622875,,,,
0.9327972709551662,-6.183568075117373,0.9236598440545813,-5.819718309859157,,,,,,,,
0.9492446393762186,-6.183568075117373,0.9382797270955168,-5.7893974960876395,,,,,,,,
0.9644736842105266,-6.213888888888894,0.953508771929825,-5.850039123630674,,,,,,,,
0.9851851851851854,-6.213888888888894,0.9663011695906436,-5.7893974960876395,,,,,,,,
0.9973684210526319,-6.183568075117373,0.9784844054580901,-5.759076682316122,,,,,,,,
,,0.9931042884990255,-5.819718309859157,,,,,,,,
,,0.9991959064327489,-5.7893974960876395,,,,,,,,
