MeanBite,,p1STDBite,,SwallowMean,,p1STDSwallow,
X,Y,X,Y,X,Y,X,Y
0.20240000000000002,-3.7692307692307736,0.13640000000000002,-4.923076923076934,0.1748,-14.153846153846175,0.17960000000000004,-9.923076923076948
0.2132,-4.538461538461547,0.14600000000000002,-3.384615384615401,0.18680000000000008,-15.692307692307722,0.19280000000000008,-11.846153846153854
0.22640000000000005,-5.307692307692321,0.15439999999999998,-1.846153846153868,0.2,-16.846153846153854,0.20240000000000002,-13.000000000000014
0.23840000000000006,-5.692307692307708,0.16400000000000003,-1.0769230769230944,0.2132,-18.000000000000014,0.21440000000000003,-14.923076923076948
0.2528,-7.230769230769241,0.1748,0.4615384615384528,0.22520000000000007,-19.153846153846175,0.22760000000000008,-16.076923076923094
0.2648000000000001,-8.384615384615401,0.18560000000000004,0.4615384615384528,0.23600000000000004,-19.923076923076934,0.23960000000000004,-16.846153846153854
0.27680000000000005,-9.923076923076948,0.19520000000000004,0.8461538461538396,0.24800000000000005,-20.30769230769232,0.25520000000000004,-17.23076923076924
0.28640000000000004,-11.461538461538467,0.20960000000000006,1.2307692307692264,0.25880000000000003,-20.692307692307708,0.2696000000000001,-18.000000000000014
0.2972,-12.23076923076924,0.22040000000000004,1.2307692307692264,0.2720000000000001,-19.923076923076934,0.28640000000000004,-18.000000000000014
0.3104000000000001,-12.23076923076924,0.22880000000000006,1.2307692307692264,0.2852,-19.53846153846156,0.2984000000000001,-17.23076923076924
0.32120000000000015,-11.461538461538467,0.23960000000000004,1.2307692307692264,0.30080000000000007,-18.3846153846154,0.30920000000000014,-14.538461538461561
0.33440000000000003,-10.307692307692307,0.24800000000000005,0.4615384615384528,0.3116000000000001,-17.615384615384627,0.3188000000000001,-12.23076923076924
0.35240000000000016,-10.307692307692307,0.26000000000000006,0.07692307692306599,0.32600000000000007,-15.307692307692335,0.3308000000000001,-9.153846153846175
0.3680000000000001,-10.307692307692307,0.2696000000000001,-1.4615384615384812,0.3368000000000001,-12.615384615384627,0.3428000000000001,-4.923076923076934
0.38480000000000014,-10.692307692307693,0.28160000000000013,-2.6153846153846274,0.34640000000000015,-11.07692307692308,0.3512000000000002,-3.000000000000014
0.39800000000000013,-11.07692307692308,0.28160000000000013,-2.6153846153846274,0.3560000000000001,-9.153846153846175,0.3608000000000001,-0.6923076923077076
0.40880000000000005,-11.461538461538467,0.2912,-4.15384615384616,0.3680000000000001,-6.846153846153854,0.37160000000000004,0.4615384615384528
0.42320000000000013,-9.923076923076948,0.30200000000000005,-4.923076923076934,0.37880000000000014,-4.538461538461547,0.38360000000000016,2.384615384615387
0.43520000000000014,-7.615384615384627,0.3164000000000001,-4.923076923076934,0.3944000000000002,-1.846153846153868,0.3992000000000002,3.153846153846146
0.44720000000000004,-5.307692307692321,0.3296,-5.307692307692321,0.40880000000000005,0.07692307692306599,0.4112000000000001,3.92307692307692
0.4556000000000001,-3.384615384615401,0.34040000000000015,-5.692307692307708,0.4244000000000001,3.153846153846146,0.42320000000000013,4.692307692307679
0.46640000000000015,-1.0769230769230944,0.3512000000000002,-5.692307692307708,0.4364000000000001,6.230769230769226,0.4316000000000002,7
0.47960000000000025,1.2307692307692264,0.36560000000000004,-6.846153846153854,0.4496000000000001,8.92307692307692,0.4436000000000001,10.076923076923066
0.49160000000000015,3.538461538461533,0.37640000000000007,-6.461538461538467,0.45920000000000016,9.307692307692307,0.45320000000000016,11.999999999999986
0.5012000000000002,5.84615384615384,0.3860000000000001,-6.076923076923094,0.47240000000000015,9.692307692307693,0.4640000000000002,13.923076923076906
0.5120000000000002,7.769230769230759,0.39680000000000015,-5.307692307692321,0.4868000000000001,9.307692307692307,0.4760000000000002,13.923076923076906
0.5264000000000001,10.076923076923066,0.40880000000000005,-4.15384615384616,0.5036000000000002,8.92307692307692,0.4892000000000001,12.384615384615373
0.5372000000000001,11.615384615384613,0.4184000000000001,-2.6153846153846274,0.5168000000000003,10.461538461538453,0.49760000000000015,11.230769230769226
0.5504000000000002,12.384615384615373,0.4256000000000001,-0.6923076923077076,0.5312000000000001,11.999999999999986,0.5096000000000002,10.461538461538453
0.5600000000000002,13.153846153846146,0.43520000000000014,0.8461538461538396,0.5468000000000002,13.538461538461533,0.5192000000000002,12.384615384615373
0.5684000000000001,13.538461538461533,0.4424000000000001,2.769230769230745,0.5612000000000001,14.307692307692292,0.5264000000000001,13.923076923076906
0.5780000000000002,13.153846153846146,0.45200000000000007,5.461538461538453,0.5780000000000002,15.076923076923066,0.5372000000000001,15.461538461538453
0.5864000000000003,12.76923076923076,0.46040000000000014,7,0.5948000000000002,15.461538461538453,0.5480000000000002,16.230769230769226
0.5996000000000001,11.615384615384613,0.4700000000000002,9.307692307692307,0.6056000000000001,16.615384615384613,0.5588000000000002,18.153846153846146
0.6128000000000001,10.461538461538453,0.47840000000000016,10.461538461538453,0.6152000000000002,18.153846153846146,0.5708000000000002,20.076923076923073
0.6236000000000002,9.307692307692307,0.4868000000000001,11.615384615384613,0.6248000000000002,18.538461538461533,0.5852000000000002,20.84615384615384
0.6380000000000002,8.538461538461533,0.4940000000000001,12.384615384615373,0.6344000000000003,18.538461538461533,0.5960000000000002,23.538461538461533
0.6512000000000002,7.384615384615387,0.5048000000000001,13.923076923076906,0.6464000000000002,18.538461538461533,0.6056000000000001,25.846153846153847
0.6656000000000002,7.384615384615387,0.5168000000000003,15.461538461538453,0.6572000000000002,18.153846153846146,0.6176000000000001,28.153846153846153
0.6776000000000003,7.384615384615387,0.5252000000000001,16.615384615384613,0.6716000000000002,18.153846153846146,0.6272000000000002,29.692307692307686
0.6908000000000002,7.384615384615387,0.5360000000000001,17.76923076923076,0.6812000000000001,18.153846153846146,0.6392000000000001,30.46153846153846
0.7076000000000002,8.153846153846146,0.5468000000000002,18.538461538461533,0.6908000000000002,17.384615384615373,0.6500000000000001,30.846153846153847
0.7196000000000001,8.92307692307692,0.5600000000000002,20.076923076923073,0.7052000000000003,16.615384615384613,0.6620000000000003,30.076923076923073
0.7340000000000002,10.461538461538453,0.5756000000000002,20.84615384615384,0.7184000000000001,15.84615384615384,0.6764000000000002,29.307692307692307
0.7472000000000003,10.461538461538453,0.5864000000000003,20.84615384615384,0.7292000000000002,15.461538461538453,0.6896000000000002,28.53846153846154
0.7592000000000002,10.076923076923066,0.5960000000000002,20.076923076923073,0.7400000000000002,17.384615384615373,0.7016000000000002,28.153846153846153
0.7688000000000003,8.538461538461533,0.6056000000000001,18.92307692307692,0.7532000000000003,18.92307692307692,0.7136000000000002,27.769230769230766
0.7772000000000002,7,0.6188000000000002,17.384615384615373,0.7616000000000002,20.461538461538453,0.7292000000000002,27.38461538461538
0.7856000000000002,5.076923076923066,0.6308000000000002,16.230769230769226,0.7712000000000002,21.615384615384613,0.7424000000000003,26.999999999999993
0.7964000000000002,3.538461538461533,0.6416000000000002,15.076923076923066,0.7784000000000001,20.84615384615384,0.7568000000000003,26.999999999999993
0.8072000000000001,2,0.6500000000000001,13.923076923076906,0.7892000000000003,19.692307692307693,0.7736000000000004,26.615384615384606
0.8240000000000003,0.8461538461538396,0.6596000000000002,12.76923076923076,0.7988000000000004,18.538461538461533,0.7844000000000003,25.846153846153847
0.8324000000000003,0.8461538461538396,0.6680000000000003,11.615384615384613,0.8096000000000003,16.999999999999986,0.7928000000000002,24.692307692307686
0.8408000000000004,0.8461538461538396,0.6788000000000002,11.230769230769226,0.8216000000000003,16.230769230769226,0.8060000000000003,23.153846153846153
0.8504000000000003,0.8461538461538396,0.6872000000000001,10.076923076923066,0.8348000000000002,16.999999999999986,0.8180000000000001,22.38461538461538
0.8600000000000001,0.4615384615384528,0.6980000000000002,10.076923076923066,0.8492000000000002,18.538461538461533,0.8276000000000001,22.38461538461538
0.8720000000000001,0.4615384615384528,0.7076000000000002,11.230769230769226,0.8624000000000003,18.538461538461533,0.8372000000000002,23.153846153846153
0.8840000000000003,0.8461538461538396,0.7172000000000003,12.76923076923076,0.8756000000000004,18.153846153846146,0.8492000000000002,24.692307692307686
0.8960000000000004,-0.6923076923077076,0.7280000000000002,14.69230769230768,0.8852000000000004,17.384615384615373,0.8600000000000001,25.46153846153846
0.9080000000000004,-1.846153846153868,0.7388000000000002,16.230769230769226,0.8948000000000005,15.84615384615384,0.8732000000000004,25.846153846153847
0.9188000000000003,-3.384615384615401,0.7496000000000003,15.84615384615384,0.9044000000000003,13.538461538461533,0.8852000000000004,25.46153846153846
0.9272000000000005,-4.923076923076934,0.7616000000000002,15.076923076923066,0.9140000000000001,11.230769230769226,0.8924000000000003,23.92307692307692
0.9380000000000004,-6.461538461538467,0.7724000000000002,13.153846153846146,0.9260000000000004,8.538461538461533,0.9020000000000001,21.615384615384613
0.9500000000000004,-8.000000000000014,0.7844000000000003,11.230769230769226,0.9368000000000003,5.076923076923066,0.9116000000000002,19.692307692307693
0.9608000000000003,-9.538461538461561,0.7928000000000002,9.692307692307693,0.9488000000000003,1.2307692307692264,0.9200000000000004,16.615384615384613
0.9740000000000004,-9.923076923076948,0.8024000000000002,9.307692307692307,0.9632000000000003,-3.384615384615401,0.9308000000000003,13.923076923076906
0.9884000000000002,-9.538461538461561,0.8120000000000003,9.307692307692307,0.9728000000000003,-7.615384615384627,0.9404000000000003,11.230769230769226
1.0004000000000004,-6.076923076923094,0.8240000000000003,8.538461538461533,0.9836000000000003,-11.846153846153854,0.9476000000000004,8.153846153846146
,,0.8396000000000001,8.153846153846146,0.9980000000000002,-17.615384615384627,0.9584000000000004,4.307692307692292
,,0.8528000000000004,7.384615384615387,,,0.9656000000000002,0.07692307692306599
,,0.8648000000000002,6.230769230769226,,,0.9728000000000003,-3.384615384615401
,,0.8768000000000002,5.461538461538453,,,0.9824000000000004,-8.384615384615401
,,0.8900000000000003,5.076923076923066,,,0.9932000000000003,-13.384615384615401
,,0.9008000000000003,3.92307692307692,,,0.9992000000000003,-17.23076923076924
,,0.9140000000000001,1.6153846153846132,,,,
,,0.9272000000000005,-0.6923076923077076,,,,
,,0.9380000000000004,-3.000000000000014,,,,
,,0.9488000000000003,-4.923076923076934,,,,
,,0.9608000000000003,-6.846153846153854,,,,
,,0.9752000000000003,-8.000000000000014,,,,
,,0.9872000000000003,-8.000000000000014,,,,
,,0.9992000000000003,-4.538461538461547,,,,
